Column1,Column2,Column3

3139,7-5-2024,2750,19,20,25,31,35,12
3138,4-5-2024,2749,9,12,19,31,39,8
3137,1-5-2024,2748,12,17,25,34,42,15
3136,30-4-2024,2747,18,19,28,35,36,7
3135,28-4-2024,2746,2,29,30,33,45,16
3134,25-4-2024,2745,6,32,33,36,40,7
3133,23-4-2024,2744,1,4,5,8,22,15
3132,21-4-2024,2743,6,9,10,12,32,17
3131,18-4-2024,2742,8,16,20,37,39,9
3130,16-4-2024,2741,5,16,23,30,37,12
3129,14-4-2024,2740,1,4,5,13,34,10
3128,11-4-2024,2739,5,17,22,27,28,8
3127,9-4-2024,2738,14,29,32,35,39,20
3126,7-4-2024,2737,4,14,20,21,35,10
3125,4-4-2024,2736,11,13,16,22,28,13
3124,2-4-2024,2735,7,13,21,27,31,3
3123,31-3-2024,2734,14,21,29,34,42,13
3122,28-3-2024,2733,3,15,18,22,42,14
3121,26-3-2024,2732,2,5,16,35,45,13
3120,24-3-2024,2731,5,25,28,36,38,3
3119,21-3-2024,2730,8,24,35,37,45,20
3118,19-3-2024,2729,4,10,19,20,43,16
3117,17-3-2024,2728,6,11,17,19,29,16
3116,14-3-2024,2727,2,5,15,27,42,19
3115,12-3-2024,2726,11,13,17,29,44,9
3114,10-3-2024,2725,6,9,10,36,43,17
3113,7-3-2024,2724,11,12,19,43,45,17
3112,5-3-2024,2723,10,18,35,36,37,3
3111,3-3-2024,2722,3,7,22,32,38,20
3110,29-2-2024,2721,13,18,21,27,44,18
3109,27-2-2024,2720,2,6,8,14,15,2
3108,25-2-2024,2719,3,5,7,42,43,20
3107,22-2-2024,2718,1,22,24,28,31,4
3106,20-2-2024,2717,3,10,25,34,40,10
3105,18-2-2024,2716,10,14,17,23,40,20
3104,15-2-2024,2715,15,24,25,28,43,17
3103,13-2-2024,2714,13,26,27,36,44,9
3102,11-2-2024,2713,2,21,32,34,45,6
3101,8-2-2024,2712,2,12,19,29,30,7
3100,6-2-2024,2711,14,16,27,36,39,2
3099,4-2-2024,2710,2,7,12,19,21,2
3098,1-2-2024,2709,13,15,29,36,43,16
3097,30-1-2024,2708,7,13,28,41,42,4
3096,28-1-2024,2707,10,14,29,33,44,16
3095,25-1-2024,2706,5,6,13,22,43,11
3094,23-1-2024,2705,4,14,24,39,42,6
3093,21-1-2024,2704,4,16,24,25,31,3
3092,18-1-2024,2703,18,22,25,36,41,20
3091,16-1-2024,2702,4,7,20,32,40,4
3090,14-1-2024,2701,1,20,24,25,37,11
3089,11-1-2024,2700,3,7,12,25,34,8
3088,9-1-2024,2699,10,15,33,40,43,5
3087,7-1-2024,2698,1,10,34,40,41,6
3086,4-1-2024,2697,16,20,22,29,42,1
